year,state,ac_number,ac_name,candidate_name,sex,age,category,party,symbol,general,postal,total,percentage_votes_polled,total_electors
2014,Andhra Pradesh,38,Kakinada Rural,Konki Raviteja,MALE,50,SC,JAJGP,Mike,127,,127,0.068832077,249109
2014,Andhra Pradesh,38,Kakinada Rural,Ananthlakshmi Pilli,FEMALE,60,GENERAL,TDP,Bicycle,64902,377,65279,35.38022948,249109
2014,Andhra Pradesh,38,Kakinada Rural,NOTA,,,,NOTA,NOTA,1567,8,1575,0.85362615,249109
2014,Andhra Pradesh,38,Kakinada Rural,Bonda Vekata Ramana,MALE,50,GENERAL,PPOI,FLUTE,156,2,158,0.085633607,249109
2014,Andhra Pradesh,38,Kakinada Rural,Pantam Venkateswara Rao (Nanaji),MALE,56,GENERAL,JnP,Glass Tumbler,38873,374,39247,21.27127968,249109
2014,Andhra Pradesh,38,Kakinada Rural,Kavikondala Bhima Sekhar,MALE,46,GENERAL,BJP,Lotus,1178,5,1183,0.641168086,249109
2014,Andhra Pradesh,38,Kakinada Rural,Kurasala Kannababu,MALE,50,GENERAL,YSRCP,Ceiling Fan,73688,380,74068,40.14373438,249109
2014,Andhra Pradesh,38,Kakinada Rural,Nurukurthi Venkateswara Rao,MALE,54,GENERAL,INC,Hand,1590,1,1591,0.862297907,249109
2014,Andhra Pradesh,38,Kakinada Rural,CHAGANTI SURYANARYANA MURTY,MALE,54,GENERAL,IND,Saw,116,1,117,0.063412228,249109
2019,Andhra Pradesh,38,Kakinada Rural,Muralasetty Sunil Kumar,MALE,36,GENERAL,IND,Tractor Chalata Kissan,265,,265,0.143625987,249109
2019,Andhra Pradesh,38,Kakinada Rural,Muduki Peddiraju,MALE,51,SC,IND,Frock,160,,160,0.086717577,249109
2019,Andhra Pradesh,38,Kakinada Rural,Marella Satyanarayana,MALE,52,SC,IND,Football,127,,127,0.068832077,249109
2019,Andhra Pradesh,38,Kakinada Rural,Peyyala Durga Prasad,MALE,30,SC,IND,CCTV Camera,102,,102,0.055282455,249109
2019,Andhra Pradesh,38,Kakinada Rural,Sirangu Bhudevi,FEMALE,40,GENERAL,PRSHP,Helicopter,164,,164,0.088885517,249109
2019,Andhra Pradesh,38,Kakinada Rural,Jaggarapu Mallikharjuna,MALE,32,GENERAL,MPP,Telephone,188,,188,0.101893153,249109
2019,Andhra Pradesh,38,Kakinada Rural,Yenugupalli Krishna,MALE,39,SC,AINPP,Boat with Man and Sail,156,,156,0.084549638,249109
2019,Andhra Pradesh,38,Kakinada Rural,Konki Raviteja,MALE,50,SC,JAJGP,Mike,127,,127,0.068832077,249109
2019,Andhra Pradesh,38,Kakinada Rural,Ananthlakshmi Pilli,FEMALE,60,GENERAL,TDP,Bicycle,64902,377,65279,35.38022948,249109
2019,Andhra Pradesh,38,Kakinada Rural,NOTA,,,,NOTA,NOTA,1567,8,1575,0.85362615,249109
2019,Andhra Pradesh,38,Kakinada Rural,Bonda Vekata Ramana,MALE,50,GENERAL,PPOI,FLUTE,156,2,158,0.085633607,249109
2019,Andhra Pradesh,38,Kakinada Rural,Pantam Venkateswara Rao (Nanaji),MALE,56,GENERAL,JnP,Glass Tumbler,38873,374,39247,21.27127968,249109
2019,Andhra Pradesh,38,Kakinada Rural,Kavikondala Bhima Sekhar,MALE,46,GENERAL,BJP,Lotus,1178,5,1183,0.641168086,249109
2019,Andhra Pradesh,38,Kakinada Rural,Kurasala Kannababu,MALE,50,GENERAL,YSRCP,Ceiling Fan,73688,380,74068,40.14373438,249109
2019,Andhra Pradesh,38,Kakinada Rural,Nurukurthi Venkateswara Rao,MALE,54,GENERAL,INC,Hand,1590,1,1591,0.862297907,249109
2019,Andhra Pradesh,38,Kakinada Rural,CHAGANTI SURYANARYANA MURTY,MALE,54,GENERAL,IND,Saw,116,1,117,0.063412228,249109
2014,Andhra Pradesh,39,Peddapuram,Joka Vijay Kumar,MALE,50,GENERAL,IND,BUCKET,270,,270,0.165717372,201975
2014,Andhra Pradesh,39,Peddapuram,Divili Satish,MALE,28,GENERAL,MPP,Telephone,350,,350,0.214818816,201975
2014,Andhra Pradesh,39,Peddapuram,Ammanna Vetukuri,MALE,38,GENERAL,PPOI,FLUTE,238,,238,0.146076795,201975
2014,Andhra Pradesh,39,Peddapuram,Thota Saraswathi Ane Vani,FEMALE,52,GENERAL,YSRCP,Ceiling Fan,62929,437,63366,38.89202593,201975
2014,Andhra Pradesh,39,Peddapuram,K. Ramanamma,FEMALE,28,GENERAL,JAJGP,Mike,350,2,352,0.216046352,201975
2014,Andhra Pradesh,39,Peddapuram,NOTA,,,,NOTA,NOTA,2067,5,2072,1.271727389,201975
2014,Andhra Pradesh,39,Peddapuram,Gorakapudi Chinnayya Dora,MALE,50,GENERAL,JBNP,Bangles,552,2,554,0.340027497,201975
2014,Andhra Pradesh,39,Peddapuram,Tummala Ramaswamy (Babu),MALE,50,GENERAL,JnP,Glass Tumbler,25689,127,25816,15.84503584,201975
2014,Andhra Pradesh,39,Peddapuram,Yarlagadda Ramkumar,MALE,43,GENERAL,BJP,Lotus,841,8,849,0.52108907,201975
2014,Andhra Pradesh,39,Peddapuram,Nimmakayala China Rajappa,MALE,66,GENERAL,TDP,Bicycle,67133,260,67393,41.36366984,201975
2014,Andhra Pradesh,39,Peddapuram,Dora Babu Tummala,MALE,53,GENERAL,INC,Hand,1667,1,1668,1.023765099,201975
2019,Andhra Pradesh,39,Peddapuram,Joka Vijay Kumar,MALE,50,GENERAL,IND,BUCKET,270,,270,0.165717372,201975
2019,Andhra Pradesh,39,Peddapuram,Divili Satish,MALE,28,GENERAL,MPP,Telephone,350,,350,0.214818816,201975
2019,Andhra Pradesh,39,Peddapuram,Ammanna Vetukuri,MALE,38,GENERAL,PPOI,FLUTE,238,,238,0.146076795,201975
2019,Andhra Pradesh,39,Peddapuram,Thota Saraswathi Ane Vani,FEMALE,52,GENERAL,YSRCP,Ceiling Fan,62929,437,63366,38.89202593,201975
2019,Andhra Pradesh,39,Peddapuram,K. Ramanamma,FEMALE,28,GENERAL,JAJGP,Mike,350,2,352,0.216046352,201975
2019,Andhra Pradesh,39,Peddapuram,NOTA,,,,NOTA,NOTA,2067,5,2072,1.271727389,201975
2019,Andhra Pradesh,39,Peddapuram,Gorakapudi Chinnayya Dora,MALE,50,GENERAL,JBNP,Bangles,552,2,554,0.340027497,201975
2019,Andhra Pradesh,39,Peddapuram,Tummala Ramaswamy (Babu),MALE,50,GENERAL,JnP,Glass Tumbler,25689,127,25816,15.84503584,201975
2019,Andhra Pradesh,39,Peddapuram,Yarlagadda Ramkumar,MALE,43,GENERAL,BJP,Lotus,841,8,849,0.52108907,201975
2019,Andhra Pradesh,39,Peddapuram,Nimmakayala China Rajappa,MALE,66,GENERAL,TDP,Bicycle,67133,260,67393,41.36366984,201975
2019,Andhra Pradesh,39,Peddapuram,Dora Babu Tummala,MALE,53,GENERAL,INC,Hand,1667,1,1668,1.023765099,201975
2014,Andhra Pradesh,40,Anaparthy,SATHI DEVADANA REDDY,MALE,45,GENERAL,IND,BELT,252,,252,0.134968668,213511
2014,Andhra Pradesh,40,Anaparthy,PADALA KRISHNAREDDY,MALE,42,GENERAL,IND,CALCULATOR,166,,166,0.088907932,213511
2014,Andhra Pradesh,40,Anaparthy,CHELLE SRINU,MALE,42,SC,IND,Air Conditioner,196,,196,0.104975631,213511
2014,Andhra Pradesh,40,Anaparthy,CHELLE VEERRAJU,MALE,29,SC,IND,Ring,169,,169,0.090514702,213511
2014,Andhra Pradesh,40,Anaparthy,NOTA,,,,NOTA,NOTA,2114,,2114,1.132237159,213511
2014,Andhra Pradesh,40,Anaparthy,AMARAVATHI PUTHINEEDI,FEMALE,37,GENERAL,JAJGP,Mike,610,,610,0.326709871,213511
2014,Andhra Pradesh,40,Anaparthy,NARAYANAMMA BATHINA,FEMALE,38,GENERAL,PPOI,FLUTE,271,,271,0.145144877,213511
2014,Andhra Pradesh,40,Anaparthy,RELANGI NAGESWARA RAO,MALE,53,GENERAL,JnP,Glass Tumbler,12800,42,12842,6.878046168,213511
2014,Andhra Pradesh,40,Anaparthy,MEDAPATI HARINARAYANAREDDY,MALE,66,GENERAL,BJP,Lotus,622,5,627,0.3358149,213511
2014,Andhra Pradesh,40,Anaparthy,NALLAMILLI RAMAKRISHNA REDDY,MALE,53,GENERAL,TDP,Bicycle,56340,224,56564,30.29511006,213511
2014,Andhra Pradesh,40,Anaparthy,DOCTOR. SATHI SURYANARAYANA REDDY,MALE,58,GENERAL,YSRCP,Ceiling Fan,111169,602,111771,59.86342456,213511
2014,Andhra Pradesh,40,Anaparthy,DR II Y.A.VADAYAR,MALE,64,GENERAL,INC,Hand,1127,1,1128,0.604145466,213511
2019,Andhra Pradesh,40,Anaparthy,SATHI DEVADANA REDDY,MALE,45,GENERAL,IND,BELT,252,,252,0.134968668,213511
2019,Andhra Pradesh,40,Anaparthy,PADALA KRISHNAREDDY,MALE,42,GENERAL,IND,CALCULATOR,166,,166,0.088907932,213511
2019,Andhra Pradesh,40,Anaparthy,CHELLE SRINU,MALE,42,SC,IND,Air Conditioner,196,,196,0.104975631,213511
2019,Andhra Pradesh,40,Anaparthy,CHELLE VEERRAJU,MALE,29,SC,IND,Ring,169,,169,0.090514702,213511
2019,Andhra Pradesh,40,Anaparthy,NOTA,,,,NOTA,NOTA,2114,,2114,1.132237159,213511
2019,Andhra Pradesh,40,Anaparthy,AMARAVATHI PUTHINEEDI,FEMALE,37,GENERAL,JAJGP,Mike,610,,610,0.326709871,213511
2019,Andhra Pradesh,40,Anaparthy,NARAYANAMMA BATHINA,FEMALE,38,GENERAL,PPOI,FLUTE,271,,271,0.145144877,213511
2019,Andhra Pradesh,40,Anaparthy,RELANGI NAGESWARA RAO,MALE,53,GENERAL,JnP,Glass Tumbler,12800,42,12842,6.878046168,213511
2019,Andhra Pradesh,40,Anaparthy,MEDAPATI HARINARAYANAREDDY,MALE,66,GENERAL,BJP,Lotus,622,5,627,0.3358149,213511
2019,Andhra Pradesh,40,Anaparthy,NALLAMILLI RAMAKRISHNA REDDY,MALE,53,GENERAL,TDP,Bicycle,56340,224,56564,30.29511006,213511
2019,Andhra Pradesh,40,Anaparthy,DOCTOR. SATHI SURYANARAYANA REDDY,MALE,58,GENERAL,YSRCP,Ceiling Fan,111169,602,111771,59.86342456,213511
2019,Andhra Pradesh,40,Anaparthy,DR II Y.A.VADAYAR,MALE,64,GENERAL,INC,Hand,1127,1,1128,0.604145466,213511
2014,Andhra Pradesh,41,Kakinada City,MUSLEY HADDIN SHIRAJI MAHAMAD,MALE,35,GENERAL,IND,Pot,129,,129,0.075173073,255773
2014,Andhra Pradesh,41,Kakinada City,B N RAO,MALE,47,GENERAL,IND,Cake,111,,111,0.064683807,255773
2014,Andhra Pradesh,41,Kakinada City,M G RAO,MALE,43,GENERAL,IND,Basket containing Fruits,104,,104,0.060604648,255773
2014,Andhra Pradesh,41,Kakinada City,MADIKI PRABHAKARA RAO,MALE,50,GENERAL,IND,Bat,92,,92,0.053611804,255773
2014,Andhra Pradesh,41,Kakinada City,D.CHANDRA SEKHAR RAO,MALE,58,GENERAL,IND,Apple,60,,60,0.03496422,255773
2014,Andhra Pradesh,41,Kakinada City,THATIKONDA VIJAYAKUMAR,MALE,52,SC,IND,Ring,71,,71,0.041374327,255773
2014,Andhra Pradesh,41,Kakinada City,INAKOTI KUMAR RAMJEE,MALE,38,GENERAL,AINPP,Boat with Man and Sail,238,,238,0.138691406,255773
2014,Andhra Pradesh,41,Kakinada City,VEERA GANESH SUDHA,MALE,30,GENERAL,MPP,Telephone,116,,116,0.067597492,255773
2014,Andhra Pradesh,41,Kakinada City,NOTA,,,,NOTA,NOTA,1646,8,1654,0.963846997,255773
2014,Andhra Pradesh,41,Kakinada City,KOLA VENKATA VARAPRASAD VARMA,MALE,53,GENERAL,INC,Hand,3250,2,3252,1.895060721,255773
2014,Andhra Pradesh,41,Kakinada City,MOOTHA SASIDHER,MALE,50,GENERAL,JnP,Glass Tumbler,30096,92,30188,17.59166453,255773
2014,Andhra Pradesh,41,Kakinada City,PEDDIREDDI RAVI KIRAN,MALE,42,GENERAL,BJP,Lotus,1573,8,1581,0.921307196,255773
2014,Andhra Pradesh,41,Kakinada City,VANAMADI VENKATESWARA RAO @ KONDABABU,MALE,56,GENERAL,TDP,Bicycle,59606,173,59779,34.83543507,255773
2014,Andhra Pradesh,41,Kakinada City,Dwarampudi Chandra Sekhara Reddy,MALE,51,GENERAL,YSRCP,Ceiling Fan,73322,568,73890,43.05843687,255773
2014,Andhra Pradesh,41,Kakinada City,SOMAGANAPATHI,MALE,65,GENERAL,PPOI,FLUTE,128,1,129,0.075173073,255773
2014,Andhra Pradesh,41,Kakinada City,VADREVU SATISH KUMAR,MALE,26,GENERAL,IND,DIAMOND,209,1,210,0.12237477,255773
2019,Andhra Pradesh,41,Kakinada City,MUSLEY HADDIN SHIRAJI MAHAMAD,MALE,35,GENERAL,IND,Pot,129,,129,0.075173073,255773
2019,Andhra Pradesh,41,Kakinada City,B N RAO,MALE,47,GENERAL,IND,Cake,111,,111,0.064683807,255773
2019,Andhra Pradesh,41,Kakinada City,M G RAO,MALE,43,GENERAL,IND,Basket containing Fruits,104,,104,0.060604648,255773
2019,Andhra Pradesh,41,Kakinada City,MADIKI PRABHAKARA RAO,MALE,50,GENERAL,IND,Bat,92,,92,0.053611804,255773
2019,Andhra Pradesh,41,Kakinada City,D.CHANDRA SEKHAR RAO,MALE,58,GENERAL,IND,Apple,60,,60,0.03496422,255773
2019,Andhra Pradesh,41,Kakinada City,THATIKONDA VIJAYAKUMAR,MALE,52,SC,IND,Ring,71,,71,0.041374327,255773
2019,Andhra Pradesh,41,Kakinada City,INAKOTI KUMAR RAMJEE,MALE,38,GENERAL,AINPP,Boat with Man and Sail,238,,238,0.138691406,255773
2019,Andhra Pradesh,41,Kakinada City,VEERA GANESH SUDHA,MALE,30,GENERAL,MPP,Telephone,116,,116,0.067597492,255773
2019,Andhra Pradesh,41,Kakinada City,NOTA,,,,NOTA,NOTA,1646,8,1654,0.963846997,255773
2019,Andhra Pradesh,41,Kakinada City,KOLA VENKATA VARAPRASAD VARMA,MALE,53,GENERAL,INC,Hand,3250,2,3252,1.895060721,255773
2019,Andhra Pradesh,41,Kakinada City,MOOTHA SASIDHER,MALE,50,GENERAL,JnP,Glass Tumbler,30096,92,30188,17.59166453,255773
2019,Andhra Pradesh,41,Kakinada City,PEDDIREDDI RAVI KIRAN,MALE,42,GENERAL,BJP,Lotus,1573,8,1581,0.921307196,255773
2019,Andhra Pradesh,41,Kakinada City,VANAMADI VENKATESWARA RAO @ KONDABABU,MALE,56,GENERAL,TDP,Bicycle,59606,173,59779,34.83543507,255773
2019,Andhra Pradesh,41,Kakinada City,Dwarampudi Chandra Sekhara Reddy,MALE,51,GENERAL,YSRCP,Ceiling Fan,73322,568,73890,43.05843687,255773
2019,Andhra Pradesh,41,Kakinada City,SOMAGANAPATHI,MALE,65,GENERAL,PPOI,FLUTE,128,1,129,0.075173073,255773
2019,Andhra Pradesh,41,Kakinada City,VADREVU SATISH KUMAR,MALE,26,GENERAL,IND,DIAMOND,209,1,210,0.12237477,255773
2014,Andhra Pradesh,42,Ramachandrapuram,YARRAMSETTI RAMARAJU,MALE,42,GENERAL,IND,SHIP,240,,240,0.142103487,193867
2014,Andhra Pradesh,42,Ramachandrapuram,BOMMOTHULA VENKATASRINIVASARAO,MALE,53,GENERAL,IND,Bat,151,,151,0.089406777,193867
2014,Andhra Pradesh,42,Ramachandrapuram,TRIMURTULU BANDI,MALE,49,GENERAL,IND,Hand Cart,143,,143,0.084669994,193867
2014,Andhra Pradesh,42,Ramachandrapuram,CHANDRASEKHAR MADIKI,MALE,35,SC,IND,Almirah,475,,475,0.281246484,193867
2014,Andhra Pradesh,42,Ramachandrapuram,PUVVALA LAKSHMI,FEMALE,32,SC,PRSHP,Helicopter,185,,185,0.109538104,193867
2014,Andhra Pradesh,42,Ramachandrapuram,KADA VEERA VENKATA RAMANA,MALE,32,SC,JAJGP,Mike,153,,153,0.090590973,193867
2014,Andhra Pradesh,42,Ramachandrapuram,PICHIKA HEMAMBARADHARARAO,MALE,29,GENERAL,PPOI,FLUTE,115,,115,0.068091254,193867
2014,Andhra Pradesh,42,Ramachandrapuram,NOTA,,,,NOTA,NOTA,1458,5,1463,0.866239172,193867
2014,Andhra Pradesh,42,Ramachandrapuram,POLISETTI CHANDRA SEKHAR,MALE,48,GENERAL,JnP,Glass Tumbler,18460,69,18529,10.97098128,193867
2014,Andhra Pradesh,42,Ramachandrapuram,DUDALA SANKARANARAYANAMURTHY,MALE,41,GENERAL,BJP,Lotus,782,6,788,0.466573115,193867
2014,Andhra Pradesh,42,Ramachandrapuram,THOTA TRIMURTHULU,MALE,60,GENERAL,TDP,Bicycle,69464,733,70197,41.56349361,193867
2014,Andhra Pradesh,42,Ramachandrapuram,CHELLUBOYINA SRINIVASA VENUGOPALAKRISHNA,MALE,56,GENERAL,YSRCP,Ceiling Fan,74888,477,75365,44.62345536,193867
2014,Andhra Pradesh,42,Ramachandrapuram,ISUKAPATLA SATHISH KUMAR,MALE,40,SC,INC,Hand,855,1,856,0.50683577,193867
2014,Andhra Pradesh,42,Ramachandrapuram,BABUJI SRI GUTHULA JHAI SRI SURYENDRANAD,MALE,53,GENERAL,IND,Ganna Kisan,230,1,231,0.136774606,193867
2019,Andhra Pradesh,42,Ramachandrapuram,YARRAMSETTI RAMARAJU,MALE,42,GENERAL,IND,SHIP,240,,240,0.142103487,193867
2019,Andhra Pradesh,42,Ramachandrapuram,BOMMOTHULA VENKATASRINIVASARAO,MALE,53,GENERAL,IND,Bat,151,,151,0.089406777,193867
2019,Andhra Pradesh,42,Ramachandrapuram,TRIMURTULU BANDI,MALE,49,GENERAL,IND,Hand Cart,143,,143,0.084669994,193867
2019,Andhra Pradesh,42,Ramachandrapuram,CHANDRASEKHAR MADIKI,MALE,35,SC,IND,Almirah,475,,475,0.281246484,193867
2019,Andhra Pradesh,42,Ramachandrapuram,PUVVALA LAKSHMI,FEMALE,32,SC,PRSHP,Helicopter,185,,185,0.109538104,193867
2019,Andhra Pradesh,42,Ramachandrapuram,KADA VEERA VENKATA RAMANA,MALE,32,SC,JAJGP,Mike,153,,153,0.090590973,193867
2019,Andhra Pradesh,42,Ramachandrapuram,PICHIKA HEMAMBARADHARARAO,MALE,29,GENERAL,PPOI,FLUTE,115,,115,0.068091254,193867
2019,Andhra Pradesh,42,Ramachandrapuram,NOTA,,,,NOTA,NOTA,1458,5,1463,0.866239172,193867
2019,Andhra Pradesh,42,Ramachandrapuram,POLISETTI CHANDRA SEKHAR,MALE,48,GENERAL,JnP,Glass Tumbler,18460,69,18529,10.97098128,193867
2019,Andhra Pradesh,42,Ramachandrapuram,DUDALA SANKARANARAYANAMURTHY,MALE,41,GENERAL,BJP,Lotus,782,6,788,0.466573115,193867
2019,Andhra Pradesh,42,Ramachandrapuram,THOTA TRIMURTHULU,MALE,60,GENERAL,TDP,Bicycle,69464,733,70197,41.56349361,193867
2019,Andhra Pradesh,42,Ramachandrapuram,CHELLUBOYINA SRINIVASA VENUGOPALAKRISHNA,MALE,56,GENERAL,YSRCP,Ceiling Fan,74888,477,75365,44.62345536,193867
2019,Andhra Pradesh,42,Ramachandrapuram,ISUKAPATLA SATHISH KUMAR,MALE,40,SC,INC,Hand,855,1,856,0.50683577,193867
2019,Andhra Pradesh,42,Ramachandrapuram,BABUJI SRI GUTHULA JHAI SRI SURYENDRANAD,MALE,53,GENERAL,IND,Ganna Kisan,230,1,231,0.136774606,193867
2014,Andhra Pradesh,43,Mummidivaram,RAYUDU SRI RAMA CHANDRA MURTHY,MALE,62,GENERAL,IND,Ganna Kisan,443,,443,0.230677505,229600
2014,Andhra Pradesh,43,Mummidivaram,RAJ KUMAR BEERA,MALE,35,SC,IND,Phone Charger,654,,654,0.340548731,229600
2014,Andhra Pradesh,43,Mummidivaram,NOTA,,,,NOTA,NOTA,2298,,2298,1.19660701,229600
2014,Andhra Pradesh,43,Mummidivaram,MOPURI SRINIVAS KIRAN,MALE,43,GENERAL,INC,Hand,1362,,1362,0.709216165,229600
2014,Andhra Pradesh,43,Mummidivaram,MANIKANTA SWAMY KANDREGULA,MALE,27,GENERAL,IPBP,Trumpet,377,,377,0.196310201,229600
2014,Andhra Pradesh,43,Mummidivaram,PANTHAGADA VIJAYA CHAKRAVARTHY,MALE,65,SC,RPI(KH),Gas Cylinder,272,,272,0.141634946,229600
2014,Andhra Pradesh,43,Mummidivaram,AADIMULAM VENKATESWARA RAO,MALE,46,GENERAL,PPOI,FLUTE,196,,196,0.102060476,229600
2014,Andhra Pradesh,43,Mummidivaram,PITHANI BALA KRISHNA,MALE,55,GENERAL,JnP,Glass Tumbler,33029,305,33334,17.35757096,229600
2014,Andhra Pradesh,43,Mummidivaram,CHITTI BABU KARRI,MALE,55,GENERAL,BJP,Lotus,1122,5,1127,0.586847737,229600
2014,Andhra Pradesh,43,Mummidivaram,DATLA SUBBA RAJU (BUTCHI BABU),MALE,47,GENERAL,TDP,Bicycle,72610,365,72975,37.99930224,229600
2014,Andhra Pradesh,43,Mummidivaram,PONNADA VENKATA SATISH KUMAR,MALE,46,GENERAL,YSRCP,Ceiling Fan,78050,472,78522,40.88771785,229600
2014,Andhra Pradesh,43,Mummidivaram,CHEEKURUMELLI RAVIKUMAR,MALE,37,SC,IND,Television,482,1,483,0.251506173,229600
2019,Andhra Pradesh,43,Mummidivaram,RAYUDU SRI RAMA CHANDRA MURTHY,MALE,62,GENERAL,IND,Ganna Kisan,443,,443,0.230677505,229600
2019,Andhra Pradesh,43,Mummidivaram,RAJ KUMAR BEERA,MALE,35,SC,IND,Phone Charger,654,,654,0.340548731,229600
2019,Andhra Pradesh,43,Mummidivaram,NOTA,,,,NOTA,NOTA,2298,,2298,1.19660701,229600
2019,Andhra Pradesh,43,Mummidivaram,MOPURI SRINIVAS KIRAN,MALE,43,GENERAL,INC,Hand,1362,,1362,0.709216165,229600
2019,Andhra Pradesh,43,Mummidivaram,MANIKANTA SWAMY KANDREGULA,MALE,27,GENERAL,IPBP,Trumpet,377,,377,0.196310201,229600
2019,Andhra Pradesh,43,Mummidivaram,PANTHAGADA VIJAYA CHAKRAVARTHY,MALE,65,SC,RPI(KH),Gas Cylinder,272,,272,0.141634946,229600
2019,Andhra Pradesh,43,Mummidivaram,AADIMULAM VENKATESWARA RAO,MALE,46,GENERAL,PPOI,FLUTE,196,,196,0.102060476,229600
2019,Andhra Pradesh,43,Mummidivaram,PITHANI BALA KRISHNA,MALE,55,GENERAL,JnP,Glass Tumbler,33029,305,33334,17.35757096,229600
2019,Andhra Pradesh,43,Mummidivaram,CHITTI BABU KARRI,MALE,55,GENERAL,BJP,Lotus,1122,5,1127,0.586847737,229600
2019,Andhra Pradesh,43,Mummidivaram,DATLA SUBBA RAJU (BUTCHI BABU),MALE,47,GENERAL,TDP,Bicycle,72610,365,72975,37.99930224,229600
2019,Andhra Pradesh,43,Mummidivaram,PONNADA VENKATA SATISH KUMAR,MALE,46,GENERAL,YSRCP,Ceiling Fan,78050,472,78522,40.88771785,229600
2019,Andhra Pradesh,43,Mummidivaram,CHEEKURUMELLI RAVIKUMAR,MALE,37,SC,IND,Television,482,1,483,0.251506173,229600
2014,Andhra Pradesh,44,Amalapuram,KASI CHANDRAMOULI,MALE,32,SC,IND,Whistle,341,,341,0.201320093,203768
2014,Andhra Pradesh,44,Amalapuram,BONTHU VENKATA RAMANA,MALE,31,SC,VCK,Stool,309,,309,0.182427885,203768
2014,Andhra Pradesh,44,Amalapuram,AITHABATHULA SUBHASHINI,FEMALE,53,SC,INC,Hand,1434,4,1438,0.848968604,203768
2014,Andhra Pradesh,44,Amalapuram,YADALA DURGALAKSHMI,FEMALE,28,SC,PPOI,FLUTE,199,1,200,0.118076301,203768
2014,Andhra Pradesh,44,Amalapuram,NOTA,,,,NOTA,NOTA,2000,6,2006,1.184305298,203768
2014,Andhra Pradesh,44,Amalapuram,VISWARUPU PINIPE,MALE,56,SC,YSRCP,Ceiling Fan,71287,716,72003,42.50923947,203768
2014,Andhra Pradesh,44,Amalapuram,AITHABATHULA ANANDARAO,MALE,50,SC,TDP,Bicycle,46052,297,46349,27.36359235,203768
2014,Andhra Pradesh,44,Amalapuram,SETTIBATHULA RAJABABU,MALE,56,SC,JnP,Glass Tumbler,44900,300,45200,26.685244,203768
2014,Andhra Pradesh,44,Amalapuram,PEYYALA SYAMPRASAD,MALE,65,SC,BJP,Lotus,1155,17,1172,0.691927123,203768
2014,Andhra Pradesh,44,Amalapuram,POTHUMUDI RAVIKUMAR,MALE,47,SC,IND,Gramophone,363,1,364,0.214898868,203768
2019,Andhra Pradesh,44,Amalapuram,KASI CHANDRAMOULI,MALE,32,SC,IND,Whistle,341,,341,0.201320093,203768
2019,Andhra Pradesh,44,Amalapuram,BONTHU VENKATA RAMANA,MALE,31,SC,VCK,Stool,309,,309,0.182427885,203768
2019,Andhra Pradesh,44,Amalapuram,AITHABATHULA SUBHASHINI,FEMALE,53,SC,INC,Hand,1434,4,1438,0.848968604,203768
2019,Andhra Pradesh,44,Amalapuram,YADALA DURGALAKSHMI,FEMALE,28,SC,PPOI,FLUTE,199,1,200,0.118076301,203768
2019,Andhra Pradesh,44,Amalapuram,NOTA,,,,NOTA,NOTA,2000,6,2006,1.184305298,203768
2019,Andhra Pradesh,44,Amalapuram,VISWARUPU PINIPE,MALE,56,SC,YSRCP,Ceiling Fan,71287,716,72003,42.50923947,203768
2019,Andhra Pradesh,44,Amalapuram,AITHABATHULA ANANDARAO,MALE,50,SC,TDP,Bicycle,46052,297,46349,27.36359235,203768
2019,Andhra Pradesh,44,Amalapuram,SETTIBATHULA RAJABABU,MALE,56,SC,JnP,Glass Tumbler,44900,300,45200,26.685244,203768
2019,Andhra Pradesh,44,Amalapuram,PEYYALA SYAMPRASAD,MALE,65,SC,BJP,Lotus,1155,17,1172,0.691927123,203768
2019,Andhra Pradesh,44,Amalapuram,POTHUMUDI RAVIKUMAR,MALE,47,SC,IND,Gramophone,363,1,364,0.214898868,203768
2014,Andhra Pradesh,45,Razole,POTHUMUDI ALIVELU MANGA TAYARU,FEMALE,43,SC,IND,CCTV Camera,342,,342,0.228601985,186903
2014,Andhra Pradesh,45,Razole,MATHA BHAVANI,FEMALE,27,SC,PPOI,FLUTE,272,,272,0.181812105,186903
2014,Andhra Pradesh,45,Razole,GOLLA BHARATHI,FEMALE,53,SC,NVSP,Gas Cylinder,225,,225,0.150396043,186903
2014,Andhra Pradesh,45,Razole,CHINTA DORABABU,MALE,38,SC,DABAP,Cup & Saucer,445,,445,0.297449952,186903
2014,Andhra Pradesh,45,Razole,BATHULA LAKSHMI KUMARI,FEMALE,43,SC,BJP,Lotus,996,4,1000,0.668426857,186903
2014,Andhra Pradesh,45,Razole,NOTA,,,,NOTA,NOTA,1407,6,1413,0.944487149,186903
2014,Andhra Pradesh,45,Razole,RAPAKA VARA PRASADA RAO,MALE,60,SC,JnP,Glass Tumbler,49553,500,50053,33.45676949,186903
2014,Andhra Pradesh,45,Razole,RAJESWARA RAO BONTHU,MALE,65,SC,YSRCP,Ceiling Fan,48612,627,49239,32.91267003,186903
2014,Andhra Pradesh,45,Razole,GOLLAPALLI SURYA RAO,MALE,69,SC,TDP,Bicycle,45255,337,45592,30.47491728,186903
2014,Andhra Pradesh,45,Razole,KASI LAKSHMAN SWAMMY,MALE,51,SC,INC,Hand,816,2,818,0.546773169,186903
2014,Andhra Pradesh,45,Razole,BONTHU RAJESWARA RAO,MALE,44,SC,PRSHP,Helicopter,205,1,206,0.137695933,186903
